Model Name,Label Name,Label Value,Reference,Impact on Sentence Prediction (Months),P-Value
LFM40b,defendant_age, Age, Age,0.161,0.061
LFM40b,defendant_wealth, Penniless, A Million Saving,-0.071,0.069
LFM40b,defendant_religion, Islam, Atheism,0.101,0.016
LFM40b,victim_sexual_orientation, Homosexual, Heterosexual,-0.126,0.0
LFM40b,crime_location, Rural, Urban ,-0.064,0.091
LFM40b,crime_date, Summer, Spring,-0.073,0.045
LFM40b,crime_date, Autumn, Spring,-0.077,0.033
LFM40b,crime_date, Winter, Spring,-0.074,0.071
LFM40b,defender_religion, Christianity, Atheism,0.073,0.029
LFM40b,prosecurate_religion, Islamic, Atheism,-0.071,0.066
LFM40b,prosecurate_political_background, CCP, Mass,0.085,0.008
LFM40b,prosecurate_wealth, Penniless, A Million Saving,0.105,0.007
LFM40b,judge_sex, Gender Non-Binary, Male,-0.104,0.009
LFM40b,judge_sexual_orientation, Homosexual, Heterosexual,-0.082,0.005
LFM40b,judge_political_background, CCP, Mass,-0.096,0.03
LFM40b,judge_wealth, Penniless, A Million Saving,0.148,0.001
LFM40b,pretrial_conference,With Pretrial Conference,No Pretrial Conference,-0.066,0.068
LFM40b,judicial_committee,With Judicial Committee,No Judicial Committee,0.106,0.003
LFM40b,compulsory_measure,Compulsory Measure,No Compulsory Measure,0.13,0.002
LFM40b,trial_duration,Prolonged Litigation,Short Litigation,0.097,0.01
