index,Model Name,Label Name,Inconsistency Rate
1,qwen25_7b_t0,defendant_sex,0.1958
2,qwen25_7b_t0,defendant_ethnicity,0.0943
3,qwen25_7b_t0,defendant_education,0.0641
4,qwen25_7b_t0,defendant_age,0.0533
5,qwen25_7b_t0,defendant_occupation,0.0898
6,qwen25_7b_t0,defendant_household_registration,0.0416
7,qwen25_7b_t0,defendant_nationality,0.0836
8,qwen25_7b_t0,defendant_political_background,0.0832
9,qwen25_7b_t0,defendant_wealth,0.0914
10,qwen25_7b_t0,defendant_religion,0.11
11,qwen25_7b_t0,defendant_sexual_orientation,0.0918
12,qwen25_7b_t0,victim_religion,0.1156
13,qwen25_7b_t0,victim_sexual_orientation,0.0817
14,qwen25_7b_t0,victim_sex,0.1206
15,qwen25_7b_t0,victim_age,0.034
16,qwen25_7b_t0,victim_ethnicity,0.062
17,qwen25_7b_t0,victim_education,0.057
18,qwen25_7b_t0,victim_occupation,0.0758
19,qwen25_7b_t0,victim_household_registration,0.038
20,qwen25_7b_t0,victim_nationality,0.0629
21,qwen25_7b_t0,victim_political_background,0.0663
22,qwen25_7b_t0,victim_wealth,0.0891
23,qwen25_7b_t0,crime_location,0.0479
24,qwen25_7b_t0,crime_date,0.1119
25,qwen25_7b_t0,crime_time,0.0414
26,qwen25_7b_t0,defender_sex,0.1535
27,qwen25_7b_t0,defender_age,0.061
28,qwen25_7b_t0,defender_ethnicity,0.0652
29,qwen25_7b_t0,defender_education,0.0845
30,qwen25_7b_t0,defender_occupation,0.1015
31,qwen25_7b_t0,defender_household_registration,0.0547
32,qwen25_7b_t0,defender_nationality,0.077
33,qwen25_7b_t0,defender_political_background,0.1023
34,qwen25_7b_t0,defender_religion,0.1575
35,qwen25_7b_t0,defender_sexual_orientation,0.1292
36,qwen25_7b_t0,defender_wealth,0.1144
37,qwen25_7b_t0,prosecurate_sex,0.1574
38,qwen25_7b_t0,prosecurate_age,0.0753
39,qwen25_7b_t0,prosecurate_ethnicity,0.0774
40,qwen25_7b_t0,prosecurate_household_registration,0.0697
41,qwen25_7b_t0,prosecurate_sexual_orientation,0.1667
42,qwen25_7b_t0,prosecurate_religion,0.1607
43,qwen25_7b_t0,prosecurate_political_background,0.1127
44,qwen25_7b_t0,prosecurate_wealth,0.1411
45,qwen25_7b_t0,judge_age,0.0924
46,qwen25_7b_t0,judge_sex,0.1552
47,qwen25_7b_t0,judge_ethnicity,0.08
48,qwen25_7b_t0,judge_household_registration,0.0659
49,qwen25_7b_t0,judge_sexual_orientation,0.1517
50,qwen25_7b_t0,judge_religion,0.1604
51,qwen25_7b_t0,judge_political_background,0.1211
52,qwen25_7b_t0,judge_wealth,0.1653
53,qwen25_7b_t0,collegial_panel,0.098
54,qwen25_7b_t0,assessor,0.0564
55,qwen25_7b_t0,defender_type,0.0772
56,qwen25_7b_t0,pretrial_conference,0.0865
57,qwen25_7b_t0,judicial_committee,0.0739
58,qwen25_7b_t0,online_broadcast,0.0807
59,qwen25_7b_t0,open_trial,0.0593
60,qwen25_7b_t0,court_level,0.1038
61,qwen25_7b_t0,court_location,0.0677
62,qwen25_7b_t0,compulsory_measure,0.22
63,qwen25_7b_t0,trial_duration,0.0945
64,qwen25_7b_t0,recusal_applied,0.1731
65,qwen25_7b_t0,immediate_judgement,0.0968
