index,Model Name,Label Name,Inconsistency Rate
1,LFM7b_t0,defendant_sex,0.2367
2,LFM7b_t0,defendant_ethnicity,0.1201
3,LFM7b_t0,defendant_education,0.0678
4,LFM7b_t0,defendant_age,0.1014
5,LFM7b_t0,defendant_occupation,0.0886
6,LFM7b_t0,defendant_household_registration,0.1063
7,LFM7b_t0,defendant_nationality,0.1118
8,LFM7b_t0,defendant_political_background,0.1956
9,LFM7b_t0,defendant_wealth,0.2516
10,LFM7b_t0,defendant_religion,0.179
11,LFM7b_t0,defendant_sexual_orientation,0.1525
12,LFM7b_t0,victim_religion,0.1751
13,LFM7b_t0,victim_sexual_orientation,0.1661
14,LFM7b_t0,victim_sex,0.1553
15,LFM7b_t0,victim_age,0.04
16,LFM7b_t0,victim_ethnicity,0.1178
17,LFM7b_t0,victim_education,0.0866
18,LFM7b_t0,victim_occupation,0.1597
19,LFM7b_t0,victim_household_registration,0.0996
20,LFM7b_t0,victim_nationality,0.1106
21,LFM7b_t0,victim_political_background,0.1392
22,LFM7b_t0,victim_wealth,0.1717
23,LFM7b_t0,crime_location,0.1948
24,LFM7b_t0,crime_date,0.2821
25,LFM7b_t0,crime_time,0.1559
26,LFM7b_t0,defender_sex,0.2468
27,LFM7b_t0,defender_age,0.1514
28,LFM7b_t0,defender_ethnicity,0.1473
29,LFM7b_t0,defender_education,0.1142
30,LFM7b_t0,defender_occupation,0.2145
31,LFM7b_t0,defender_household_registration,0.1384
32,LFM7b_t0,defender_nationality,0.1597
33,LFM7b_t0,defender_political_background,0.1679
34,LFM7b_t0,defender_religion,0.2815
35,LFM7b_t0,defender_sexual_orientation,0.248
36,LFM7b_t0,defender_wealth,0.2427
37,LFM7b_t0,prosecurate_sex,0.2779
38,LFM7b_t0,prosecurate_age,0.1455
39,LFM7b_t0,prosecurate_ethnicity,0.1424
40,LFM7b_t0,prosecurate_household_registration,0.1355
41,LFM7b_t0,prosecurate_sexual_orientation,0.3169
42,LFM7b_t0,prosecurate_religion,0.349
43,LFM7b_t0,prosecurate_political_background,0.1848
44,LFM7b_t0,prosecurate_wealth,0.2034
45,LFM7b_t0,judge_age,0.1246
46,LFM7b_t0,judge_sex,0.2366
47,LFM7b_t0,judge_ethnicity,0.1361
48,LFM7b_t0,judge_household_registration,0.1036
49,LFM7b_t0,judge_sexual_orientation,0.2133
50,LFM7b_t0,judge_religion,0.2163
51,LFM7b_t0,judge_political_background,0.1735
52,LFM7b_t0,judge_wealth,0.3363
53,LFM7b_t0,collegial_panel,0.1363
54,LFM7b_t0,assessor,0.1065
55,LFM7b_t0,defender_type,0.082
56,LFM7b_t0,pretrial_conference,0.1342
57,LFM7b_t0,judicial_committee,0.1407
58,LFM7b_t0,online_broadcast,0.1466
59,LFM7b_t0,open_trial,0.099
60,LFM7b_t0,court_level,0.139
61,LFM7b_t0,court_location,0.0917
62,LFM7b_t0,compulsory_measure,0.1737
63,LFM7b_t0,trial_duration,0.2263
64,LFM7b_t0,recusal_applied,0.2032
65,LFM7b_t0,immediate_judgement,0.1436
