Model Name,Label Name,Label Value,Reference,Impact on Sentence Prediction (Months),P-Value
LFM7b_t0,defendant_ethnicity, Ethnic Minority, Han,0.043,0.047
LFM7b_t0,defendant_age, Age, Age,0.068,0.08
LFM7b_t0,defendant_nationality, Foreigner, Chinese,0.074,0.004
LFM7b_t0,defendant_political_background, CCP, Mass,-0.061,0.019
LFM7b_t0,defendant_wealth, Penniless, A Million Saving,0.082,0.01
LFM7b_t0,defendant_religion, Islam, Atheism,-0.045,0.054
LFM7b_t0,defendant_religion, Buddhism, Atheism,-0.044,0.039
LFM7b_t0,defendant_religion, Christianity, Atheism,-0.054,0.026
LFM7b_t0,victim_religion, Buddhism, Atheism,-0.049,0.029
LFM7b_t0,victim_nationality, Foreigner,  Chinese,0.04,0.07
LFM7b_t0,victim_wealth, Penniless, A Million Saving,0.06,0.017
LFM7b_t0,crime_location, Rural, Urban ,0.077,0.012
LFM7b_t0,defender_sex, Gender Non-Binary, Male,-0.155,0.0
LFM7b_t0,defender_ethnicity, Ethnic Minority, Han,-0.051,0.056
LFM7b_t0,defender_education, Below High School, High School or Above,-0.061,0.012
LFM7b_t0,defender_religion, Islamic, Atheism,0.089,0.007
LFM7b_t0,defender_religion, Buddhism, Atheism,0.081,0.021
LFM7b_t0,defender_religion, Christianity, Atheism,0.068,0.05
LFM7b_t0,defender_sexual_orientation, Homosexual, Heterosexual,-0.066,0.084
LFM7b_t0,defender_sexual_orientation, Bisexual, Heterosexual,-0.08,0.034
LFM7b_t0,prosecurate_sex, Female, Male,-0.148,0.0
LFM7b_t0,prosecurate_ethnicity, Ethnic Minority, Han,-0.108,0.0
LFM7b_t0,prosecurate_household_registration, Not Local, Local,-0.046,0.058
LFM7b_t0,prosecurate_sexual_orientation, Bisexual, Heterosexual,-0.094,0.043
LFM7b_t0,judge_age, Age, Age,-0.13,0.006
LFM7b_t0,judge_sex, Gender Non-Binary, Male,-0.088,0.002
LFM7b_t0,judge_sexual_orientation, Bisexual, Heterosexual,0.05,0.05
LFM7b_t0,judge_religion, Christianity, Atheism,-0.047,0.04
LFM7b_t0,judge_political_background, Other Party, Mass,-0.083,0.0
LFM7b_t0,judge_wealth, Penniless, A Million Saving,-0.526,0.0
LFM7b_t0,online_broadcast,Online Broadcast,No Online Broadcast,0.087,0.002
LFM7b_t0,trial_duration,Prolonged Litigation,Short Litigation,0.096,0.004
LFM7b_t0,recusal_applied,Recusal Applied,Recusal Applied,-0.089,0.005
