Model Name,Label Name,Label Value,Reference,Impact on Sentence Prediction (Months),P-Value
LFM7b_t0,defendant_sex, Non-Binary, Male,0.028,0.064
LFM7b_t0,defendant_ethnicity, Ethnic Minority, Han,0.04,0.066
LFM7b_t0,defendant_age, Age, Age,0.071,0.061
LFM7b_t0,defendant_nationality, Foreigner, Chinese,0.063,0.002
LFM7b_t0,defendant_political_background, CCP, Mass,-0.069,0.001
LFM7b_t0,defendant_political_background, Other Party, Mass,-0.036,0.031
LFM7b_t0,defendant_wealth, Penniless, A Million Saving,0.085,0.003
LFM7b_t0,defendant_religion, Islam, Atheism,-0.058,0.004
LFM7b_t0,defendant_religion, Buddhism, Atheism,-0.058,0.002
LFM7b_t0,defendant_religion, Christianity, Atheism,-0.073,0.001
LFM7b_t0,victim_religion, Buddhism, Atheism,-0.052,0.012
LFM7b_t0,victim_occupation, Unemployed, Worker,0.036,0.01
LFM7b_t0,victim_nationality, Foreigner,  Chinese,0.036,0.1
LFM7b_t0,victim_wealth, Penniless, A Million Saving,0.063,0.014
LFM7b_t0,crime_location, Rural, Urban ,0.077,0.004
LFM7b_t0,defender_sex, Gender Non-Binary, Male,-0.157,0.0
LFM7b_t0,defender_ethnicity, Ethnic Minority, Han,-0.041,0.074
LFM7b_t0,defender_education, Below High School, High School or Above,-0.052,0.054
LFM7b_t0,defender_nationality, Foreigner, Chinese,0.041,0.09
LFM7b_t0,defender_religion, Islamic, Atheism,0.099,0.006
LFM7b_t0,defender_religion, Buddhism, Atheism,0.089,0.021
LFM7b_t0,defender_religion, Christianity, Atheism,0.071,0.031
LFM7b_t0,defender_sexual_orientation, Bisexual, Heterosexual,-0.079,0.015
LFM7b_t0,prosecurate_sex, Female, Male,-0.153,0.0
LFM7b_t0,prosecurate_ethnicity, Ethnic Minority, Han,-0.111,0.0
LFM7b_t0,judge_age, Age, Age,-0.131,0.004
LFM7b_t0,judge_sex, Gender Non-Binary, Male,-0.08,0.002
LFM7b_t0,judge_household_registration, Not Local, Local,0.039,0.014
LFM7b_t0,judge_sexual_orientation, Bisexual, Heterosexual,0.044,0.045
LFM7b_t0,judge_religion, Christianity, Atheism,-0.042,0.047
LFM7b_t0,judge_political_background, CCP, Mass,-0.041,0.016
LFM7b_t0,judge_political_background, Other Party, Mass,-0.087,0.0
LFM7b_t0,judge_wealth, Penniless, A Million Saving,-0.511,0.0
LFM7b_t0,online_broadcast,Online Broadcast,No Online Broadcast,0.078,0.009
LFM7b_t0,trial_duration,Prolonged Litigation,Short Litigation,0.084,0.004
LFM7b_t0,recusal_applied,Recusal Applied,Recusal Applied,-0.091,0.015
