index,Model Name,Label Name,Inconsistency Rate
1,LFM7b,defendant_sex,0.8162
2,LFM7b,defendant_ethnicity,0.6425
3,LFM7b,defendant_education,0.6472
4,LFM7b,defendant_age,0.8398
5,LFM7b,defendant_occupation,0.8267
6,LFM7b,defendant_household_registration,0.6282
7,LFM7b,defendant_nationality,0.6206
8,LFM7b,defendant_political_background,0.8123
9,LFM7b,defendant_wealth,0.6436
10,LFM7b,defendant_religion,0.8683
11,LFM7b,defendant_sexual_orientation,0.794
12,LFM7b,victim_religion,0.8637
13,LFM7b,victim_sexual_orientation,0.7809
14,LFM7b,victim_sex,0.8108
15,LFM7b,victim_age,0.3934
16,LFM7b,victim_ethnicity,0.6276
17,LFM7b,victim_education,0.6464
18,LFM7b,victim_occupation,0.8203
19,LFM7b,victim_household_registration,0.655
20,LFM7b,victim_nationality,0.6476
21,LFM7b,victim_political_background,0.8103
22,LFM7b,victim_wealth,0.6522
23,LFM7b,crime_location,0.7468
24,LFM7b,crime_date,0.8832
25,LFM7b,crime_time,0.867
26,LFM7b,defender_sex,0.7813
27,LFM7b,defender_age,0.6516
28,LFM7b,defender_ethnicity,0.6627
29,LFM7b,defender_education,0.6343
30,LFM7b,defender_occupation,0.8295
31,LFM7b,defender_household_registration,0.6642
32,LFM7b,defender_nationality,0.6272
33,LFM7b,defender_political_background,0.8157
34,LFM7b,defender_religion,0.8966
35,LFM7b,defender_sexual_orientation,0.8137
36,LFM7b,defender_wealth,0.6593
37,LFM7b,prosecurate_sex,0.7932
38,LFM7b,prosecurate_age,0.6568
39,LFM7b,prosecurate_ethnicity,0.6577
40,LFM7b,prosecurate_household_registration,0.6445
41,LFM7b,prosecurate_sexual_orientation,0.6453
42,LFM7b,prosecurate_religion,0.8904
43,LFM7b,prosecurate_political_background,0.7928
44,LFM7b,prosecurate_wealth,0.6728
45,LFM7b,judge_age,0.6168
46,LFM7b,judge_sex,0.8178
47,LFM7b,judge_ethnicity,0.6237
48,LFM7b,judge_household_registration,0.6596
49,LFM7b,judge_sexual_orientation,0.8137
50,LFM7b,judge_religion,0.8803
51,LFM7b,judge_political_background,0.7993
52,LFM7b,judge_wealth,0.6442
53,LFM7b,collegial_panel,0.6556
54,LFM7b,assessor,0.6288
55,LFM7b,defender_type,0.627
56,LFM7b,pretrial_conference,0.6458
57,LFM7b,judicial_committee,0.6654
58,LFM7b,online_broadcast,0.6519
59,LFM7b,open_trial,0.6688
60,LFM7b,court_level,0.8249
61,LFM7b,court_location,0.6737
62,LFM7b,compulsory_measure,0.6707
63,LFM7b,trial_duration,0.6608
64,LFM7b,recusal_applied,0.6409
65,LFM7b,immediate_judgement,0.6236
